Acc_Index	Vehicle_Reference	Casualty_Reference	Casualty_Class	Sex_of_Casualty	Age_Band_of_Casualty	Casualty_Severity	Pedestrian_Location	Pedestrian_Movement	Car_Passenger	Bus_or_Coach_Passenger	Pedestrian_Road_Maintenance_Worker	Casualty_Type	Casualty_Home_Area_Type	Accident_Index	Location_Easting_OSGR	Location_Northing_OSGR	Longitude	Latitude	Police_Force	Accident_Severity	Number_of_Vehicles	Number_of_Casualties	Date	Day_of_Week	Time	Local_Authority_(District)	Local_Authority_(Highway)	1st_Road_Class	1st_Road_Number	Road_Type	Speed_limit	Junction_Detail
2016051600677	1	1	3	1  (Male)	10  (66 - 75)	2  (Serious)	5	1	0	0	0	0  (Pedestrian)	1	2016051600677	335027	390069	-2.977387	53.403177	5  (Merseyside)	2	1	1	24/02/2016	4	11:13	91	E08000012  (Liverpool)	6	0	2	30	9
2016051600681	1	1	3	1  (Male)	03  (11 - 15)	2  (Serious)	1	1	0	0	0	0  (Pedestrian)	1	2016051600681	338290	393377	-2.928957	53.433302	5  (Merseyside)	2	1	1	23/02/2016	3	15:30	91	E08000012  (Liverpool)	6	0	6	30	3
2016051600685	1	1	3	2  (Female)	03  (11 - 15)	2  (Serious)	5	4	0	0	0	0  (Pedestrian)	1	2016051600685	333368	400834	-3.00462	53.499728	5  (Merseyside)	2	1	1	24/02/2016	4	15:20	93	E08000014  (Sefton)	6	0	6	30	6
2016051600689	1	1	1	2  (Female)	11  (Over 75)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051600689	330098	387791	-3.051016	53.382072	5  (Merseyside)	2	3	1	25/02/2016	5	11:26	95	E08000015  (Wirral)	4	5151	6	30	0
2016051600693	2	1	1	1  (Male)	09  (56 - 65)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051600693	340452	389336	-2.895652	53.397229	5  (Merseyside)	2	2	1	25/02/2016	5	16:09	91	E08000012  (Liverpool)	3	5058	1	30	1
2016051600704	1	1	3	1  (Male)	04  (16 - 20)	2  (Serious)	5	1	0	0	0	0  (Pedestrian)	1	2016051600704	334735	390090	-2.981784	53.40333	5  (Merseyside)	2	1	1	26/02/2016	6	22:12	91	E08000012  (Liverpool)	6	0	2	20	3
2016051600710	2	2	2	2  (Female)	10  (66 - 75)	2  (Serious)	0	0	1	0	0	9  ('Car occupant')	1	2016051600710	344084	390897	-2.841307	53.411657	5  (Merseyside)	2	2	2	25/02/2016	5	20:59	90	E08000011  (Knowsley)	4	5199	6	30	3
2016051600716	1	1	2	1  (Male)	05  (21 - 25)	2  (Serious)	0	0	1	0	0	9  ('Car occupant')	1	2016051600716	324673	388205	-3.132666	53.385047	5  (Merseyside)	2	1	1	22/02/2016	2	14:36	95	E08000015  (Wirral)	6	0	6	50	1
2016051600720	1	1	3	2  (Female)	06  (26 - 35)	2  (Serious)	4	1	0	0	0	0  (Pedestrian)	1	2016051600720	333736	397551	-2.99838	53.470266	5  (Merseyside)	2	1	1	28/02/2016	1	10:37	93	E08000014  (Sefton)	3	5090	6	30	0
2016051600721	2	1	1	1  (Male)	05  (21 - 25)	2  (Serious)	0	0	0	0	0	3  ('Motorcyclist')	1	2016051600721	333602	396344	-3.000143	53.459401	5  (Merseyside)	2	2	1	28/02/2016	1	20:12	93	E08000014  (Sefton)	3	566	6	30	6
2016051600734	1	1	3	2  (Female)	03  (11 - 15)	2  (Serious)	3	3	0	0	0	0  (Pedestrian)	1	2016051600734	335651	392420	-2.968482	53.424385	5  (Merseyside)	2	1	1	29/02/2016	2	15:15	91	E08000012  (Liverpool)	6	0	6	30	0
2016051600751	1	1	1	1  (Male)	04  (16 - 20)	2  (Serious)	0	0	0	0	0	5  ('Motorcyclist')	1	2016051600751	328881	386456	-3.069011	53.369911	5  (Merseyside)	2	1	1	02/03/2016	4	07:39	95	E08000015  (Wirral)	6	0	6	30	0
2016051600757	1	1	3	2  (Female)	04  (16 - 20)	2  (Serious)	8	1	0	0	0	0  (Pedestrian)	1	2016051600757	337867	392302	-2.935112	53.42359	5  (Merseyside)	2	1	1	01/03/2016	3	21:30	91	E08000012  (Liverpool)	6	0	2	30	3
2016051600762	1	1	1	1  (Male)	04  (16 - 20)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051600762	357275	397359	-2.64373	53.470977	5  (Merseyside)	2	3	2	02/03/2016	4	13:05	92	E08000013  (St. Helens)	3	599	6	30	3
2016051600764	2	1	1	1  (Male)	06  (26 - 35)	2  (Serious)	0	0	0	0	0	3  ('Motorcyclist')	1	2016051600764	339690	394847	-2.908167	53.446677	5  (Merseyside)	2	2	1	13/01/2016	4	06:55	91	E08000012  (Liverpool)	6	0	6	30	3
2016051600773	1	1	3	1  (Male)	11  (Over 75)	2  (Serious)	1	1	0	0	0	0  (Pedestrian)	1	2016051600773	337198	390997	-2.944919	53.411781	5  (Merseyside)	2	1	1	03/03/2016	5	15:30	91	E08000012  (Liverpool)	6	0	6	30	3
2016051600774	1	1	2	2  (Female)	02  (6 - 10)	2  (Serious)	0	0	2	0	0	9  ('Car occupant')	1	2016051600774	351587	395426	-2.729125	53.453109	5  (Merseyside)	2	2	6	03/03/2016	5	20:40	92	E08000013  (St. Helens)	6	0	6	30	6
2016051600784	1	1	3	2  (Female)	07  (36 - 45)	2  (Serious)	5	3	0	0	0	0  (Pedestrian)	1	2016051600784	331898	388088	-3.024021	53.384977	5  (Merseyside)	2	1	1	04/03/2016	6	19:10	95	E08000015  (Wirral)	6	0	6	30	3
2016051600786	1	1	3	2  (Female)	07  (36 - 45)	2  (Serious)	5	1	0	0	0	0  (Pedestrian)	1	2016051600786	347924	391788	-2.783684	53.420059	5  (Merseyside)	2	1	1	04/03/2016	6	22:00	90	E08000011  (Knowsley)	6	0	6	20	3
2016051600800	1	1	1	1  (Male)	08  (46 - 55)	2  (Serious)	0	0	0	0	0	3  ('Motorcyclist')	1	2016051600800	335451	392730	-2.971555	53.427147	5  (Merseyside)	2	2	1	05/03/2016	7	15:40	91	E08000012  (Liverpool)	6	0	6	30	0
2016051600804	1	1	1	1  (Male)	08  (46 - 55)	2  (Serious)	0	0	0	0	0	4  ('Motorcyclist')	1	2016051600804	333866	391865	-2.995226	53.419176	5  (Merseyside)	2	1	1	06/03/2016	1	13:25	91	E08000012  (Liverpool)	3	565	6	30	3
2016051600809	1	1	3	1  (Male)	02  (6 - 10)	2  (Serious)	8	9	0	0	0	0  (Pedestrian)	1	2016051600809	340930	384426	-2.887546	53.353148	5  (Merseyside)	2	1	1	03/03/2016	5	17:10	91	E08000012  (Liverpool)	6	0	6	30	3
2016051600829	2	1	1	2  (Female)	08  (46 - 55)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051600829	334983	415391	-2.983305	53.630769	5  (Merseyside)	2	2	1	07/03/2016	2	22:05	93	E08000014  (Sefton)	6	0	6	30	0
2016051600832	1	1	3	1  (Male)	09  (56 - 65)	2  (Serious)	5	9	0	0	0	0  (Pedestrian)	1	2016051600832	338207	388597	-2.929269	53.390328	5  (Merseyside)	2	1	1	25/02/2016	5	16:30	91	E08000012  (Liverpool)	6	0	6	30	3
2016051600843	2	1	1	1  (Male)	08  (46 - 55)	2  (Serious)	0	0	0	0	0	5  ('Motorcyclist')	1	2016051600843	343455	384262	-2.849582	53.35195	5  (Merseyside)	2	2	1	09/03/2016	4	12:30	91	E08000012  (Liverpool)	6	0	6	30	3
2016051600883	2	2	1	1  (Male)	10  (66 - 75)	2  (Serious)	0	0	0	0	0	5  ('Motorcyclist')	1	2016051600883	334395	418352	-2.992821	53.657309	5  (Merseyside)	2	2	2	13/03/2016	1	15:25	93	E08000014  (Sefton)	6	0	6	30	9
2016051600890	1	1	3	1  (Male)	11  (Over 75)	2  (Serious)	8	1	0	0	0	0  (Pedestrian)	1	2016051600890	335496	390677	-2.970458	53.4087	5  (Merseyside)	2	1	1	14/03/2016	2	19:05	91	E08000012  (Liverpool)	3	5047	6	30	0
2016051600891	1	1	3	1  (Male)	09  (56 - 65)	2  (Serious)	4	1	0	0	0	0  (Pedestrian)	1	2016051600891	335913	388014	-2.963644	53.384814	5  (Merseyside)	2	1	1	11/03/2016	6	13:07	91	E08000012  (Liverpool)	6	0	6	30	3
2016051600892	1	1	3	2  (Female)	11  (Over 75)	2  (Serious)	5	3	0	0	0	0  (Pedestrian)	1	2016051600892	334689	393230	-2.983126	53.431547	5  (Merseyside)	2	1	1	09/03/2016	4	10:25	91	E08000012  (Liverpool)	6	0	6	30	3
2016051600894	1	1	3	1  (Male)	10  (66 - 75)	2  (Serious)	1	1	0	0	0	0  (Pedestrian)	1	2016051600894	336162	390896	-2.960484	53.410749	5  (Merseyside)	2	1	1	14/03/2016	2	17:00	91	E08000012  (Liverpool)	3	5049	3	30	6
2016051600898	1	1	1	1  (Male)	05  (21 - 25)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051600898	337328	391019	-2.942968	53.411994	5  (Merseyside)	2	4	4	14/03/2016	2	22:40	91	E08000012  (Liverpool)	3	57	6	30	6
2016051600898	1	2	2	2  (Female)	05  (21 - 25)	2  (Serious)	0	0	1	0	0	9  ('Car occupant')	1	2016051600898	337328	391019	-2.942968	53.411994	5  (Merseyside)	2	4	4	14/03/2016	2	22:40	91	E08000012  (Liverpool)	3	57	6	30	6
2016051600904	1	1	3	2  (Female)	11  (Over 75)	2  (Serious)	10	3	0	0	0	0  (Pedestrian)	1	2016051600904	344256	391094	-2.838755	53.413446	5  (Merseyside)	2	1	1	09/03/2016	4	16:30	90	E08000011  (Knowsley)	6	0	6	30	3
2016051600905	2	1	2	1  (Male)	08  (46 - 55)	2  (Serious)	0	0	2	0	0	9  ('Car occupant')	1	2016051600905	334241	390502	-2.989299	53.406972	5  (Merseyside)	2	3	4	11/03/2016	6	12:26	91	E08000012  (Liverpool)	6	0	6	30	0
2016051600908	2	1	1	1  (Male)	03  (11 - 15)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051600908	338779	393004	-2.921525	53.430007	5  (Merseyside)	2	2	1	15/03/2016	3	21:00	91	E08000012  (Liverpool)	3	5058	3	40	0
2016051600915	1	1	3	1  (Male)	05  (21 - 25)	2  (Serious)	6	9	0	0	0	0  (Pedestrian)	1	2016051600915	358067	395042	-2.631489	53.450213	5  (Merseyside)	2	1	1	02/02/2016	3	03:57	92	E08000013  (St. Helens)	6	0	6	30	3
2016051600916	2	1	1	1  (Male)	07  (36 - 45)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051600916	330297	391633	-3.048874	53.416631	5  (Merseyside)	2	2	1	16/03/2016	4	20:15	95	E08000015  (Wirral)	6	0	6	30	3
2016051600925	2	1	1	1  (Male)	08  (46 - 55)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	2	2016051600925	331207	394121	-3.035726	53.439113	5  (Merseyside)	2	2	1	17/03/2016	5	13:13	95	E08000015  (Wirral)	6	0	6	20	3
2016051600926	2	1	1	1  (Male)	05  (21 - 25)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051600926	335332	389898	-2.972765	53.401678	5  (Merseyside)	2	2	1	17/03/2016	5	08:25	91	E08000012  (Liverpool)	6	0	3	30	6
2016051600949	1	1	1	1  (Male)	05  (21 - 25)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051600949	334840	392448	-2.980692	53.424537	5  (Merseyside)	2	2	2	18/03/2016	6	07:48	91	E08000012  (Liverpool)	3	59	3	30	7
2016051600964	1	1	3	2  (Female)	09  (56 - 65)	2  (Serious)	8	1	0	0	0	0  (Pedestrian)	1	2016051600964	338214	392377	-2.929905	53.424305	5  (Merseyside)	2	1	1	19/03/2016	7	03:24	91	E08000012  (Liverpool)	6	0	6	20	0
2016051600975	2	1	1	1  (Male)	09  (56 - 65)	2  (Serious)	0	0	0	0	0	5  ('Motorcyclist')	2	2016051600975	335054	420200	-2.983237	53.674	5  (Merseyside)	2	2	2	20/03/2016	1	15:30	93	E08000014  (Sefton)	6	0	6	50	0
2016051600995	2	1	1	1  (Male)	06  (26 - 35)	2  (Serious)	0	0	0	0	0	11	1	2016051600995	343686	382833	-2.845857	53.33913	5  (Merseyside)	2	3	2	22/03/2016	3	09:09	91	E08000012  (Liverpool)	6	0	6	20	0
2016051601004	1	1	1	1  (Male)	-1	2  (Serious)	0	0	0	0	0	3  ('Motorcyclist')	-1	2016051601004	325790	390210	-3.116345	53.403226	5  (Merseyside)	2	1	1	22/03/2016	3	22:50	95	E08000015  (Wirral)	6	0	6	30	0
2016051601014	1	1	1	1  (Male)	03  (11 - 15)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051601014	337415	397238	-2.942896	53.467903	5  (Merseyside)	2	2	1	28/01/2016	5	20:50	91	E08000012  (Liverpool)	3	506	3	30	3
2016051601021	1	1	1	1  (Male)	05  (21 - 25)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051601021	339188	391919	-2.915159	53.420302	5  (Merseyside)	2	1	1	23/03/2016	4	02:55	91	E08000012  (Liverpool)	6	0	6	20	0
2016051601028	1	1	3	1  (Male)	06  (26 - 35)	2  (Serious)	8	7	0	0	0	0  (Pedestrian)	1	2016051601028	345092	385426	-2.825191	53.362586	5  (Merseyside)	2	1	1	20/03/2016	1	14:00	90	E08000011  (Knowsley)	6	0	6	30	3
2016051601031	1	1	1	2  (Female)	09  (56 - 65)	1  (Fatal)	0	0	0	0	0	9  ('Car occupant')	1	2016051601031	342319	383362	-2.866484	53.343738	5  (Merseyside)	1	2	1	24/03/2016	5	22:15	91	E08000012  (Liverpool)	6	0	3	40	0
2016051601033	1	1	2	1  (Male)	06  (26 - 35)	2  (Serious)	0	0	1	0	0	9  ('Car occupant')	1	2016051601033	346488	389302	-2.80487	53.397569	5  (Merseyside)	2	1	2	24/03/2016	5	23:20	90	E08000011  (Knowsley)	3	5080	6	60	1
2016051601033	1	2	1	1  (Male)	07  (36 - 45)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051601033	346488	389302	-2.80487	53.397569	5  (Merseyside)	2	1	2	24/03/2016	5	23:20	90	E08000011  (Knowsley)	3	5080	6	60	1
2016051601034	1	1	2	1  (Male)	09  (56 - 65)	2  (Serious)	0	0	1	0	0	9  ('Car occupant')	1	2016051601034	339419	396013	-2.912472	53.457127	5  (Merseyside)	2	2	2	25/03/2016	6	07:30	91	E08000012  (Liverpool)	3	580	3	40	0
2016051601042	1	1	3	1  (Male)	04  (16 - 20)	2  (Serious)	5	1	0	0	0	0  (Pedestrian)	1	2016051601042	321261	386981	-3.183654	53.373549	5  (Merseyside)	2	1	1	25/03/2016	6	18:59	95	E08000015  (Wirral)	3	540	6	30	0
2016051601047	2	2	1	1  (Male)	06  (26 - 35)	2  (Serious)	0	0	0	0	0	3  ('Motorcyclist')	1	2016051601047	336530	397695	-2.956319	53.471905	5  (Merseyside)	2	2	2	25/03/2016	6	15:45	93	E08000014  (Sefton)	6	0	6	20	0
2016051601049	1	1	1	2  (Female)	06  (26 - 35)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051601049	341361	392834	-2.882633	53.428772	5  (Merseyside)	2	2	1	25/03/2016	6	19:00	91	E08000012  (Liverpool)	6	0	6	30	0
2016051601063	1	1	1	2  (Female)	09  (56 - 65)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051601063	342829	392007	-2.860389	53.4215	5  (Merseyside)	2	1	1	28/03/2016	2	17:00	90	E08000011  (Knowsley)	3	57	3	30	0
2016051601100	1	2	3	2  (Female)	08  (46 - 55)	2  (Serious)	5	1	0	0	0	0  (Pedestrian)	1	2016051601100	336421	392758	-2.956963	53.427516	5  (Merseyside)	2	1	2	01/04/2016	6	16:25	91	E08000012  (Liverpool)	6	0	6	30	3
2016051601103	2	1	1	1  (Male)	10  (66 - 75)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051601103	342652	387419	-2.862218	53.380241	5  (Merseyside)	2	2	1	29/03/2016	3	08:40	91	E08000012  (Liverpool)	6	0	6	30	7
2016051601117	2	1	1	1  (Male)	06  (26 - 35)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051601117	345116	391484	-2.825884	53.417042	5  (Merseyside)	2	2	2	03/04/2016	1	17:40	90	E08000011  (Knowsley)	6	0	6	30	0
2016051601117	2	2	2	2  (Female)	06  (26 - 35)	2  (Serious)	0	0	1	0	0	9  ('Car occupant')	1	2016051601117	345116	391484	-2.825884	53.417042	5  (Merseyside)	2	2	2	03/04/2016	1	17:40	90	E08000011  (Knowsley)	6	0	6	30	0
2016051601118	1	1	3	2  (Female)	06  (26 - 35)	2  (Serious)	5	3	0	0	0	0  (Pedestrian)	1	2016051601118	339083	394841	-2.917305	53.446554	5  (Merseyside)	2	1	1	01/04/2016	6	22:48	91	E08000012  (Liverpool)	6	0	3	30	3
2016051601145	2	1	1	1  (Male)	06  (26 - 35)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051601145	332157	390775	-3.020705	53.409162	5  (Merseyside)	2	2	1	31/03/2016	5	21:30	95	E08000015  (Wirral)	6	0	6	30	3
2016051601151	2	6	2	2  (Female)	02  (6 - 10)	2  (Serious)	0	0	2	0	0	9  ('Car occupant')	1	2016051601151	336843	400022	-2.952072	53.492858	5  (Merseyside)	2	2	6	05/04/2016	3	19:25	93	E08000014  (Sefton)	3	5036	3	50	7
2016051601157	1	1	3	1  (Male)	06  (26 - 35)	2  (Serious)	5	3	0	0	0	0  (Pedestrian)	1	2016051601157	334916	389831	-2.979008	53.401024	5  (Merseyside)	2	1	1	25/03/2016	6	01:30	91	E08000012  (Liverpool)	6	0	6	30	0
2016051601163	1	1	3	1  (Male)	05  (21 - 25)	2  (Serious)	5	1	0	0	0	0  (Pedestrian)	1	2016051601163	334219	389752	-2.989474	53.400228	5  (Merseyside)	2	1	1	28/03/2016	2	17:50	91	E08000012  (Liverpool)	6	0	2	30	0
2016051601167	1	1	3	2  (Female)	04  (16 - 20)	2  (Serious)	1	9	0	0	0	0  (Pedestrian)	-1	2016051601167	334101	390179	-2.991338	53.404051	5  (Merseyside)	2	1	1	27/03/2016	1	13:30	91	E08000012  (Liverpool)	3	5036	3	40	6
2016051601171	1	1	1	1  (Male)	06  (26 - 35)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051601171	351512	395442	-2.730257	53.453246	5  (Merseyside)	2	2	4	06/04/2016	4	20:55	92	E08000013  (St. Helens)	6	0	6	30	6
2016051601176	1	1	3	1  (Male)	06  (26 - 35)	1  (Fatal)	4	1	0	0	0	0  (Pedestrian)	1	2016051601176	334423	389684	-2.986392	53.399642	5  (Merseyside)	1	1	1	09/04/2016	7	00:43	91	E08000012  (Liverpool)	3	5040	3	30	3
2016051601183	2	2	1	1  (Male)	11  (Over 75)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051601183	336846	400024	-2.952027	53.492876	5  (Merseyside)	2	2	4	09/04/2016	7	11:00	93	E08000014  (Sefton)	3	5036	3	50	6
2016051601189	1	1	1	1  (Male)	06  (26 - 35)	2  (Serious)	0	0	0	0	0	5  ('Motorcyclist')	1	2016051601189	338364	394587	-2.92808	53.444187	5  (Merseyside)	2	2	2	08/04/2016	6	19:10	91	E08000012  (Liverpool)	6	0	6	30	0
2016051601190	1	1	1	1  (Male)	05  (21 - 25)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051601190	327154	383042	-3.094178	53.33899	5  (Merseyside)	2	1	2	09/04/2016	7	02:50	95	E08000015  (Wirral)	6	0	6	30	3
2016051601231	1	1	1	1  (Male)	08  (46 - 55)	2  (Serious)	0	0	0	0	0	5  ('Motorcyclist')	1	2016051601231	347022	387528	-2.796542	53.381677	5  (Merseyside)	2	3	1	12/04/2016	3	14:55	90	E08000011  (Knowsley)	3	5300	3	60	0
2016051601241	1	1	3	1  (Male)	08  (46 - 55)	2  (Serious)	8	6	0	0	0	0  (Pedestrian)	1	2016051601241	333976	390246	-2.993232	53.404638	5  (Merseyside)	2	1	1	05/04/2016	3	13:25	91	E08000012  (Liverpool)	6	0	2	30	0
2016051601249	2	2	1	1  (Male)	09  (56 - 65)	2  (Serious)	0	0	0	0	0	11	1	2016051601249	332722	397648	-3.013676	53.471009	5  (Merseyside)	2	2	3	14/04/2016	5	13:55	93	E08000014  (Sefton)	6	0	6	30	3
2016051601266	1	1	3	1  (Male)	03  (11 - 15)	2  (Serious)	5	1	0	0	0	0  (Pedestrian)	1	2016051601266	331416	387220	-3.031079	53.377113	5  (Merseyside)	2	1	1	16/04/2016	7	17:15	95	E08000015  (Wirral)	6	0	6	30	6
2016051601273	1	1	1	1  (Male)	04  (16 - 20)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051601273	339505	388285	-2.909693	53.387674	5  (Merseyside)	2	1	2	17/04/2016	1	04:00	91	E08000012  (Liverpool)	6	0	2	30	0
2016051601281	1	1	1	1  (Male)	03  (11 - 15)	1  (Fatal)	0	0	0	0	0	1  (Cyclist)	1	2016051601281	332253	391350	-3.019385	53.414342	5  (Merseyside)	1	1	1	05/04/2016	3	13:00	95	E08000015  (Wirral)	6	0	6	20	0
2016051601288	2	1	1	1  (Male)	10  (66 - 75)	2  (Serious)	0	0	0	0	0	5  ('Motorcyclist')	2	2016051601288	357943	397344	-2.633664	53.470896	5  (Merseyside)	2	3	2	17/04/2016	1	11:55	92	E08000013  (St. Helens)	1	6	3	40	1
2016051601292	1	1	2	1  (Male)	06  (26 - 35)	2  (Serious)	0	0	1	0	0	9  ('Car occupant')	1	2016051601292	342568	384602	-2.862969	53.354911	5  (Merseyside)	2	2	1	18/04/2016	2	17:39	91	E08000012  (Liverpool)	6	0	6	30	8
2016051601303	1	1	3	2  (Female)	11  (Over 75)	2  (Serious)	6	9	0	0	0	0  (Pedestrian)	1	2016051601303	334205	389626	-2.989658	53.399093	5  (Merseyside)	2	1	1	19/04/2016	3	13:59	91	E08000012  (Liverpool)	6	0	6	20	0
2016051601308	1	1	3	1  (Male)	08  (46 - 55)	1  (Fatal)	5	9	0	0	0	0  (Pedestrian)	1	2016051601308	337213	387159	-2.94393	53.377285	5  (Merseyside)	1	2	1	19/04/2016	3	18:45	91	E08000012  (Liverpool)	3	561	3	30	3
2016051601321	1	1	1	2  (Female)	10  (66 - 75)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051601321	334231	417147	-2.995048	53.646458	5  (Merseyside)	2	2	3	20/04/2016	4	15:55	93	E08000014  (Sefton)	6	0	6	20	6
2016051601324	1	1	1	1  (Male)	06  (26 - 35)	2  (Serious)	0	0	0	0	0	3  ('Motorcyclist')	1	2016051601324	346780	391953	-2.800926	53.421428	5  (Merseyside)	2	2	1	20/04/2016	4	20:10	90	E08000011  (Knowsley)	6	0	6	30	3
2016051601325	1	1	3	1  (Male)	04  (16 - 20)	2  (Serious)	1	1	0	0	0	0  (Pedestrian)	1	2016051601325	356628	397189	-2.653454	53.469396	5  (Merseyside)	2	1	1	20/04/2016	4	17:19	92	E08000013  (St. Helens)	3	599	6	30	3
2016051601330	1	1	1	1  (Male)	08  (46 - 55)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051601330	336178	379106	-2.957864	53.304777	5  (Merseyside)	2	2	1	21/04/2016	5	07:45	95	E08000015  (Wirral)	3	41	1	70	1
2016051601342	1	1	2	2  (Female)	06  (26 - 35)	2  (Serious)	0	0	2	0	0	9  ('Car occupant')	1	2016051601342	327888	386898	-3.084035	53.373749	5  (Merseyside)	2	2	1	22/04/2016	6	01:55	95	E08000015  (Wirral)	6	0	6	30	0
2016051601345	2	1	2	1  (Male)	01  (0 - 5)	2  (Serious)	0	0	2	0	0	9  ('Car occupant')	1	2016051601345	331487	389794	-3.030571	53.400258	5  (Merseyside)	2	2	2	16/04/2016	7	17:15	95	E08000015  (Wirral)	6	0	6	30	0
2016051601347	1	1	1	1  (Male)	04  (16 - 20)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051601347	335173	390205	-2.975219	53.404417	5  (Merseyside)	2	2	1	21/04/2016	5	21:10	91	E08000012  (Liverpool)	6	0	6	30	3
2016051601350	1	1	3	1  (Male)	08  (46 - 55)	2  (Serious)	9	5	0	0	0	0  (Pedestrian)	1	2016051601350	331696	387601	-3.026953	53.380574	5  (Merseyside)	2	1	1	22/04/2016	6	13:25	95	E08000015  (Wirral)	6	0	6	30	0
2016051601351	2	1	1	2  (Female)	07  (36 - 45)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051601351	330645	405641	-3.046733	53.542581	5  (Merseyside)	2	2	1	20/04/2016	4	07:15	93	E08000014  (Sefton)	3	565	3	60	0
2016051601385	1	1	3	2  (Female)	03  (11 - 15)	2  (Serious)	10	1	0	0	0	0  (Pedestrian)	1	2016051601385	337602	394809	-2.939597	53.446093	5  (Merseyside)	2	1	1	24/04/2016	1	19:42	91	E08000012  (Liverpool)	6	0	6	30	0
2016051601386	1	1	1	2  (Female)	05  (21 - 25)	2  (Serious)	0	0	0	0	0	3  ('Motorcyclist')	1	2016051601386	336274	401653	-2.96098	53.507449	5  (Merseyside)	2	1	1	24/04/2016	1	22:45	93	E08000014  (Sefton)	6	0	6	30	0
2016051601394	1	1	3	2  (Female)	06  (26 - 35)	2  (Serious)	5	3	0	0	0	0  (Pedestrian)	1	2016051601394	333882	391489	-2.994907	53.415798	5  (Merseyside)	2	2	1	25/04/2016	2	15:40	91	E08000012  (Liverpool)	6	0	3	30	6
2016051601415	2	1	1	1  (Male)	08  (46 - 55)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051601415	333694	417391	-3.003223	53.648583	5  (Merseyside)	2	2	1	26/04/2016	3	14:45	93	E08000014  (Sefton)	3	565	3	30	6
2016051601417	1	1	3	1  (Male)	02  (6 - 10)	2  (Serious)	5	3	0	0	0	0  (Pedestrian)	1	2016051601417	341680	395077	-2.878247	53.448969	5  (Merseyside)	2	1	1	27/04/2016	4	15:00	91	E08000012  (Liverpool)	6	0	6	30	3
2016051601418	2	2	1	1  (Male)	11  (Over 75)	1  (Fatal)	0	0	0	0	0	9  ('Car occupant')	1	2016051601418	328171	382041	-3.078679	53.330132	5  (Merseyside)	1	2	2	27/04/2016	4	17:00	95	E08000015  (Wirral)	3	551	6	30	3
2016051601423	1	1	1	1  (Male)	03  (11 - 15)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051601423	358362	396380	-2.627224	53.462264	5  (Merseyside)	2	2	1	28/04/2016	5	08:20	92	E08000013  (St. Helens)	6	0	6	30	3
2016051601453	1	1	1	1  (Male)	11  (Over 75)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051601453	341366	389504	-2.881938	53.398841	5  (Merseyside)	2	1	2	30/04/2016	7	11:55	91	E08000012  (Liverpool)	6	0	6	20	3
2016051601453	1	2	2	2  (Female)	11  (Over 75)	2  (Serious)	0	0	1	0	0	9  ('Car occupant')	1	2016051601453	341366	389504	-2.881938	53.398841	5  (Merseyside)	2	1	2	30/04/2016	7	11:55	91	E08000012  (Liverpool)	6	0	6	20	3
2016051601472	1	1	3	1  (Male)	04  (16 - 20)	2  (Serious)	9	9	0	0	0	0  (Pedestrian)	1	2016051601472	337312	388692	-2.942746	53.391076	5  (Merseyside)	2	2	1	02/05/2016	2	17:30	91	E08000012  (Liverpool)	6	0	6	30	0
2016051601489	1	1	1	1  (Male)	07  (36 - 45)	2  (Serious)	0	0	0	0	0	4  ('Motorcyclist')	1	2016051601489	336167	397950	-2.961839	53.474153	5  (Merseyside)	2	1	1	03/05/2016	3	19:50	93	E08000014  (Sefton)	6	0	6	20	7
