Acc_Index	Vehicle_Reference	Casualty_Reference	Casualty_Class	Sex_of_Casualty	Age_Band_of_Casualty	Casualty_Severity	Pedestrian_Location	Pedestrian_Movement	Car_Passenger	Bus_or_Coach_Passenger	Pedestrian_Road_Maintenance_Worker	Casualty_Type	Casualty_Home_Area_Type	Accident_Index	Location_Easting_OSGR	Location_Northing_OSGR	Longitude	Latitude	Police_Force	Accident_Severity	Number_of_Vehicles	Number_of_Casualties	Date	Day_of_Week	Time	Local_Authority_(District)	Local_Authority_(Highway)	1st_Road_Class	1st_Road_Number	Road_Type	Speed_limit	Junction_Detail
2016051602345	5	3	2	1  (Male)	04  (16 - 20)	2  (Serious)	0	0	1	0	0	9  ('Car occupant')	1	2016051602345	339291	388393	-2.912931	53.38862	5  (Merseyside)	2	6	6	18/07/2016	2	21:06	91	E08000012  (Liverpool)	3	562	3	30	9
2016051602346	1	1	1	1  (Male)	07  (36 - 45)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051602346	334031	393096	-2.993001	53.430261	5  (Merseyside)	2	1	1	13/07/2016	4	21:59	91	E08000012  (Liverpool)	3	565	3	30	6
2016051602354	2	1	2	1  (Male)	03  (11 - 15)	2  (Serious)	0	0	1	0	0	9  ('Car occupant')	1	2016051602354	334356	395120	-2.988532	53.448494	5  (Merseyside)	2	2	1	18/07/2016	2	21:20	93	E08000014  (Sefton)	3	5057	6	30	6
2016051602357	1	1	1	1  (Male)	04  (16 - 20)	2  (Serious)	0	0	0	0	0	3  ('Motorcyclist')	1	2016051602357	343974	386669	-2.842212	53.373641	5  (Merseyside)	2	2	1	19/07/2016	3	16:10	90	E08000011  (Knowsley)	6	0	6	30	3
2016051602358	1	1	1	2  (Female)	10  (66 - 75)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051602358	342962	383934	-2.856929	53.348949	5  (Merseyside)	2	2	1	19/07/2016	3	17:30	91	E08000012  (Liverpool)	3	561	3	40	0
2016051602359	1	1	3	1  (Male)	05  (21 - 25)	2  (Serious)	9	5	0	0	0	0  (Pedestrian)	1	2016051602359	342683	391746	-2.862539	53.419138	5  (Merseyside)	2	1	1	19/07/2016	3	21:03	90	E08000011  (Knowsley)	6	0	6	30	0
2016051602368	1	2	3	1  (Male)	08  (46 - 55)	2  (Serious)	6	9	0	0	0	0  (Pedestrian)	1	2016051602368	339515	386407	-2.909183	53.370795	5  (Merseyside)	2	1	2	20/07/2016	4	16:25	91	E08000012  (Liverpool)	6	0	6	20	0
2016051602374	2	1	1	1  (Male)	08  (46 - 55)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051602374	340794	390838	-2.890791	53.410768	5  (Merseyside)	2	2	1	21/07/2016	5	08:00	90	E08000011  (Knowsley)	6	0	6	20	0
2016051602388	1	1	1	1  (Male)	07  (36 - 45)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051602388	343106	387966	-2.855492	53.385207	5  (Merseyside)	2	1	1	21/07/2016	5	22:40	91	E08000012  (Liverpool)	4	5171	6	20	0
2016051602392	1	1	2	2  (Female)	05  (21 - 25)	2  (Serious)	0	0	1	0	0	9  ('Car occupant')	1	2016051602392	331680	403846	-3.030723	53.526583	5  (Merseyside)	1	2	4	22/07/2016	6	14:25	93	E08000014  (Sefton)	4	5193	3	60	3
2016051602392	2	2	1	1  (Male)	11  (Over 75)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051602392	331680	403846	-3.030723	53.526583	5  (Merseyside)	1	2	4	22/07/2016	6	14:25	93	E08000014  (Sefton)	4	5193	3	60	3
2016051602392	2	3	2	2  (Female)	11  (Over 75)	1  (Fatal)	0	0	1	0	0	9  ('Car occupant')	1	2016051602392	331680	403846	-3.030723	53.526583	5  (Merseyside)	1	2	4	22/07/2016	6	14:25	93	E08000014  (Sefton)	4	5193	3	60	3
2016051602393	1	1	3	1  (Male)	09  (56 - 65)	2  (Serious)	8	5	0	0	0	0  (Pedestrian)	1	2016051602393	339443	390800	-2.911107	53.410273	5  (Merseyside)	2	1	1	18/07/2016	2	13:40	91	E08000012  (Liverpool)	6	0	6	20	0
2016051602397	2	1	1	2  (Female)	04  (16 - 20)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051602397	336659	397085	-2.954253	53.466437	5  (Merseyside)	2	2	1	20/07/2016	4	17:42	91	E08000012  (Liverpool)	6	0	2	30	8
2016051602403	1	1	3	1  (Male)	05  (21 - 25)	2  (Serious)	5	3	0	0	0	0  (Pedestrian)	1	2016051602403	346728	391675	-2.801662	53.418924	5  (Merseyside)	2	1	1	17/07/2016	1	01:00	90	E08000011  (Knowsley)	6	0	6	20	0
2016051602420	1	1	3	1  (Male)	08  (46 - 55)	2  (Serious)	8	9	0	0	0	0  (Pedestrian)	1	2016051602420	336937	392438	-2.949134	53.424702	5  (Merseyside)	2	1	1	26/07/2016	3	01:40	91	E08000012  (Liverpool)	6	0	6	30	0
2016051602421	1	1	3	1  (Male)	02  (6 - 10)	2  (Serious)	5	2	0	0	0	0  (Pedestrian)	1	2016051602421	331770	391942	-3.026779	53.419601	5  (Merseyside)	2	1	1	21/07/2016	5	20:00	95	E08000015  (Wirral)	3	554	6	30	0
2016051602430	2	2	1	1  (Male)	07  (36 - 45)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051602430	335588	389845	-2.968904	53.401232	5  (Merseyside)	2	2	1	16/07/2016	7	12:00	91	E08000012  (Liverpool)	6	0	6	30	6
2016051602438	1	1	1	1  (Male)	05  (21 - 25)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051602438	335911	390332	-2.964145	53.405649	5  (Merseyside)	2	2	1	27/07/2016	4	12:03	91	E08000012  (Liverpool)	6	0	6	30	0
2016051602439	1	1	3	1  (Male)	06  (26 - 35)	2  (Serious)	9	8	0	0	0	0  (Pedestrian)	1	2016051602439	339935	390206	-2.903593	53.40499	5  (Merseyside)	2	1	1	21/07/2016	5	12:00	91	E08000012  (Liverpool)	6	0	6	20	0
2016051602455	1	1	2	1  (Male)	10  (66 - 75)	2  (Serious)	0	0	0	3	0	11	1	2016051602455	350132	390409	-2.750242	53.407877	5  (Merseyside)	2	1	1	28/07/2016	5	13:50	92	E08000013  (St. Helens)	3	57	6	40	3
2016051602464	2	1	1	1  (Male)	09  (56 - 65)	2  (Serious)	0	0	0	0	0	5  ('Motorcyclist')	1	2016051602464	356711	395688	-2.651997	53.45591	5  (Merseyside)	2	2	1	15/07/2016	6	16:00	92	E08000013  (St. Helens)	3	572	6	30	3
2016051602471	1	1	1	1  (Male)	03  (11 - 15)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051602471	330897	393883	-3.04034	53.436933	5  (Merseyside)	2	2	1	27/07/2016	4	20:00	95	E08000015  (Wirral)	6	0	6	30	3
2016051602474	2	1	1	1  (Male)	07  (36 - 45)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051602474	338306	389280	-2.927914	53.396479	5  (Merseyside)	2	2	1	28/07/2016	5	08:30	91	E08000012  (Liverpool)	6	0	6	20	6
2016051602484	1	5	1	1  (Male)	09  (56 - 65)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051602484	335074	398217	-2.978361	53.476419	5  (Merseyside)	2	2	5	30/07/2016	7	14:50	93	E08000014  (Sefton)	3	5036	3	40	6
2016051602486	2	1	2	1  (Male)	05  (21 - 25)	2  (Serious)	0	0	0	0	0	97  ('Motorcyclist')	1	2016051602486	341531	397473	-2.880937	53.470489	5  (Merseyside)	2	2	2	30/07/2016	7	19:20	90	E08000011  (Knowsley)	6	0	6	50	0
2016051602487	1	1	1	1  (Male)	10  (66 - 75)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051602487	327731	391959	-3.087554	53.419216	5  (Merseyside)	2	1	1	30/07/2016	7	23:30	95	E08000015  (Wirral)	6	0	6	40	1
2016051602499	1	1	1	1  (Male)	06  (26 - 35)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051602499	334344	398166	-2.989349	53.47587	5  (Merseyside)	2	1	1	02/08/2016	3	16:56	93	E08000014  (Sefton)	6	0	2	20	0
2016051602501	1	1	1	1  (Male)	05  (21 - 25)	2  (Serious)	0	0	0	0	0	97  ('Motorcyclist')	1	2016051602501	344296	392307	-2.838367	53.424353	5  (Merseyside)	2	2	1	02/08/2016	3	19:16	90	E08000011  (Knowsley)	6	0	6	30	0
2016051602504	1	1	1	2  (Female)	05  (21 - 25)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	3	2016051602504	335233	389918	-2.974258	53.401845	5  (Merseyside)	2	2	1	30/07/2016	7	16:20	91	E08000012  (Liverpool)	3	5038	6	30	3
2016051602514	1	1	3	2  (Female)	08  (46 - 55)	2  (Serious)	5	1	0	0	0	0  (Pedestrian)	1	2016051602514	332591	386452	-3.013254	53.370361	5  (Merseyside)	2	1	1	03/08/2016	4	17:15	95	E08000015  (Wirral)	6	0	6	30	0
2016051602523	1	1	2	2  (Female)	05  (21 - 25)	2  (Serious)	0	0	1	0	0	9  ('Car occupant')	1	2016051602523	334029	397283	-2.99391	53.467894	5  (Merseyside)	2	2	3	27/07/2016	4	18:25	93	E08000014  (Sefton)	3	5090	6	30	3
2016051602523	2	2	1	1  (Male)	11  (Over 75)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051602523	334029	397283	-2.99391	53.467894	5  (Merseyside)	2	2	3	27/07/2016	4	18:25	93	E08000014  (Sefton)	3	5090	6	30	3
2016051602523	2	3	2	2  (Female)	11  (Over 75)	2  (Serious)	0	0	1	0	0	9  ('Car occupant')	1	2016051602523	334029	397283	-2.99391	53.467894	5  (Merseyside)	2	2	3	27/07/2016	4	18:25	93	E08000014  (Sefton)	3	5090	6	30	3
2016051602531	1	1	3	1  (Male)	02  (6 - 10)	2  (Serious)	5	2	0	0	0	0  (Pedestrian)	1	2016051602531	334822	394375	-2.981362	53.441855	5  (Merseyside)	2	1	1	05/08/2016	6	15:29	93	E08000014  (Sefton)	6	0	6	20	0
2016051602534	1	1	1	1  (Male)	09  (56 - 65)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051602534	347206	384981	-2.79335	53.358801	5  (Merseyside)	2	4	7	05/08/2016	6	17:20	90	E08000011  (Knowsley)	3	562	3	40	0
2016051602534	2	2	1	1  (Male)	09  (56 - 65)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051602534	347206	384981	-2.79335	53.358801	5  (Merseyside)	2	4	7	05/08/2016	6	17:20	90	E08000011  (Knowsley)	3	562	3	40	0
2016051602539	2	2	1	1  (Male)	07  (36 - 45)	2  (Serious)	0	0	0	0	0	8  ('Car occupant')	1	2016051602539	352090	395261	-2.721525	53.451672	5  (Merseyside)	2	4	2	05/08/2016	6	18:05	92	E08000013  (St. Helens)	6	0	6	30	0
2016051602543	2	2	2	1  (Male)	05  (21 - 25)	2  (Serious)	0	0	2	0	0	8  ('Car occupant')	1	2016051602543	333892	415921	-2.999915	53.635396	5  (Merseyside)	2	3	3	06/08/2016	7	02:07	93	E08000014  (Sefton)	6	0	6	30	0
2016051602546	2	1	1	1  (Male)	04  (16 - 20)	2  (Serious)	0	0	0	0	0	3  ('Motorcyclist')	1	2016051602546	336463	388646	-2.955502	53.390561	5  (Merseyside)	2	2	1	06/08/2016	7	14:30	91	E08000012  (Liverpool)	4	5175	3	30	0
2016051602553	1	1	3	1  (Male)	06  (26 - 35)	2  (Serious)	6	9	0	0	0	0  (Pedestrian)	1	2016051602553	331152	399211	-3.037669	53.484855	5  (Merseyside)	2	1	1	07/08/2016	1	13:10	93	E08000014  (Sefton)	6	0	6	30	0
2016051602557	1	1	1	1  (Male)	09  (56 - 65)	2  (Serious)	0	0	0	0	0	4  ('Motorcyclist')	1	2016051602557	336143	390013	-2.960591	53.40281	5  (Merseyside)	2	2	1	08/08/2016	2	14:30	91	E08000012  (Liverpool)	3	5048	6	30	6
2016051602568	3	1	1	1  (Male)	06  (26 - 35)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051602568	335814	391015	-2.965743	53.411776	5  (Merseyside)	2	3	1	09/08/2016	3	09:00	91	E08000012  (Liverpool)	3	580	3	30	0
2016051602574	1	1	1	1  (Male)	03  (11 - 15)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	2	2016051602574	350275	393507	-2.748579	53.435738	5  (Merseyside)	2	2	1	31/07/2016	1	20:30	92	E08000013  (St. Helens)	6	0	6	30	0
2016051602596	1	1	1	1  (Male)	04  (16 - 20)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051602596	335236	396821	-2.975633	53.463892	5  (Merseyside)	2	2	1	12/08/2016	6	07:50	93	E08000014  (Sefton)	3	5038	1	20	1
2016051602601	2	2	2	2  (Female)	09  (56 - 65)	2  (Serious)	0	0	2	0	0	9  ('Car occupant')	1	2016051602601	338854	394777	-2.92074	53.445952	5  (Merseyside)	2	2	2	10/08/2016	4	16:35	91	E08000012  (Liverpool)	6	0	6	30	0
2016051602603	2	1	1	2  (Female)	05  (21 - 25)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051602603	338002	388830	-2.932398	53.392398	5  (Merseyside)	2	2	1	11/08/2016	5	19:30	91	E08000012  (Liverpool)	4	5179	6	30	6
2016051602606	1	1	1	1  (Male)	05  (21 - 25)	2  (Serious)	0	0	0	0	0	3  ('Motorcyclist')	1	2016051602606	343706	391310	-2.847068	53.415329	5  (Merseyside)	2	2	2	13/08/2016	7	15:15	90	E08000011  (Knowsley)	6	0	6	30	9
2016051602611	1	1	1	2  (Female)	05  (21 - 25)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051602611	327727	387815	-3.086664	53.381969	5  (Merseyside)	2	1	2	14/08/2016	1	00:20	95	E08000015  (Wirral)	6	0	6	30	0
2016051602612	2	1	1	1  (Male)	07  (36 - 45)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051602612	340406	384429	-2.895418	53.353117	5  (Merseyside)	2	2	3	14/08/2016	1	21:38	91	E08000012  (Liverpool)	6	0	6	30	6
2016051602622	1	1	1	1  (Male)	09  (56 - 65)	2  (Serious)	0	0	0	0	0	5  ('Motorcyclist')	1	2016051602622	335612	401121	-2.970852	53.502587	5  (Merseyside)	2	2	1	15/08/2016	2	16:44	93	E08000014  (Sefton)	4	5422	6	30	6
2016051602623	1	1	3	2  (Female)	06  (26 - 35)	2  (Serious)	5	1	0	0	0	0  (Pedestrian)	1	2016051602623	338121	386948	-2.930239	53.375496	5  (Merseyside)	2	1	1	15/08/2016	2	15:45	91	E08000012  (Liverpool)	6	0	6	30	3
2016051602632	2	1	1	1  (Male)	08  (46 - 55)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051602632	335476	393537	-2.971344	53.434404	5  (Merseyside)	2	2	1	12/08/2016	6	03:36	91	E08000012  (Liverpool)	6	0	6	30	3
2016051602633	1	1	3	2  (Female)	09  (56 - 65)	2  (Serious)	5	3	0	0	0	0  (Pedestrian)	3	2016051602633	334609	389383	-2.983532	53.396959	5  (Merseyside)	2	1	1	15/08/2016	2	17:36	91	E08000012  (Liverpool)	6	0	6	30	0
2016051602638	1	1	1	1  (Male)	07  (36 - 45)	2  (Serious)	0	0	0	0	0	5  ('Motorcyclist')	1	2016051602638	335600	420778	-2.975092	53.679263	5  (Merseyside)	2	2	1	16/08/2016	3	14:44	93	E08000014  (Sefton)	6	0	6	50	0
2016051602639	1	1	1	1  (Male)	04  (16 - 20)	2  (Serious)	0	0	0	0	0	3  ('Motorcyclist')	1	2016051602639	341986	387661	-2.872275	53.382343	5  (Merseyside)	2	1	1	15/08/2016	2	18:47	91	E08000012  (Liverpool)	6	0	6	30	3
2016051602644	1	1	1	1  (Male)	08  (46 - 55)	2  (Serious)	0	0	0	0	0	5  ('Motorcyclist')	3	2016051602644	335451	378759	-2.968702	53.30157	5  (Merseyside)	2	1	1	17/08/2016	4	10:20	95	E08000015  (Wirral)	1	53	3	70	0
2016051602650	1	1	1	1  (Male)	05  (21 - 25)	2  (Serious)	0	0	0	0	0	90	1	2016051602650	327744	410634	-3.091662	53.587065	5  (Merseyside)	2	1	2	17/08/2016	4	19:00	93	E08000014  (Sefton)	6	0	6	20	0
2016051602651	1	2	2	2  (Female)	04  (16 - 20)	2  (Serious)	0	0	1	0	0	9  ('Car occupant')	1	2016051602651	326211	390538	-3.11009	53.406233	5  (Merseyside)	2	5	2	18/08/2016	5	00:45	95	E08000015  (Wirral)	6	0	6	20	0
2016051602654	1	1	1	1  (Male)	05  (21 - 25)	2  (Serious)	0	0	0	0	0	3  ('Motorcyclist')	1	2016051602654	332612	402561	-3.016388	53.515154	5  (Merseyside)	2	2	1	18/08/2016	5	08:45	93	E08000014  (Sefton)	3	565	6	50	0
2016051602660	1	1	3	1  (Male)	01  (0 - 5)	2  (Serious)	10	9	0	0	0	0  (Pedestrian)	1	2016051602660	341272	398843	-2.885095	53.482774	5  (Merseyside)	2	1	1	18/08/2016	5	15:29	90	E08000011  (Knowsley)	6	0	6	30	0
2016051602662	2	1	1	1  (Male)	02  (6 - 10)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051602662	335453	393390	-2.97166	53.433079	5  (Merseyside)	2	2	1	17/08/2016	4	10:57	91	E08000012  (Liverpool)	3	59	6	30	0
2016051602679	2	1	1	1  (Male)	08  (46 - 55)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051602679	338953	395883	-2.919464	53.455904	5  (Merseyside)	2	2	1	18/08/2016	5	09:25	91	E08000012  (Liverpool)	6	0	6	30	3
2016051602680	2	3	3	1  (Male)	05  (21 - 25)	2  (Serious)	6	9	0	0	0	0  (Pedestrian)	1	2016051602680	337887	388951	-2.934151	53.393472	5  (Merseyside)	2	3	4	18/08/2016	5	14:10	91	E08000012  (Liverpool)	3	562	6	30	3
2016051602681	1	1	2	2  (Female)	02  (6 - 10)	2  (Serious)	0	0	1	0	0	9  ('Car occupant')	1	2016051602681	331189	388031	-3.034668	53.384373	5  (Merseyside)	2	2	1	19/08/2016	6	14:47	95	E08000015  (Wirral)	6	0	6	30	0
2016051602688	2	1	1	1  (Male)	05  (21 - 25)	2  (Serious)	0	0	0	0	0	3  ('Motorcyclist')	1	2016051602688	337998	393260	-2.933329	53.432216	5  (Merseyside)	2	2	1	17/08/2016	4	18:25	91	E08000012  (Liverpool)	6	0	6	20	3
2016051602692	1	1	3	1  (Male)	10  (66 - 75)	2  (Serious)	6	9	0	0	0	0  (Pedestrian)	1	2016051602692	337950	386663	-2.932754	53.372914	5  (Merseyside)	2	1	1	17/08/2016	4	21:40	91	E08000012  (Liverpool)	3	561	3	30	0
2016051602697	1	1	1	2  (Female)	05  (21 - 25)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051602697	340396	390323	-2.896681	53.406094	5  (Merseyside)	2	1	1	20/08/2016	7	09:03	91	E08000012  (Liverpool)	3	5080	3	40	0
2016051602708	1	1	3	2  (Female)	09  (56 - 65)	2  (Serious)	6	9	0	0	0	0  (Pedestrian)	1	2016051602708	330422	387887	-3.046167	53.382978	5  (Merseyside)	2	1	1	13/08/2016	7	17:40	95	E08000015  (Wirral)	6	0	6	30	0
2016051602710	3	1	3	1  (Male)	08  (46 - 55)	2  (Serious)	1	1	0	0	0	0  (Pedestrian)	1	2016051602710	337602	391108	-2.938863	53.412827	5  (Merseyside)	2	4	1	20/08/2016	7	20:25	91	E08000012  (Liverpool)	6	0	6	30	3
2016051602711	1	1	1	1  (Male)	11  (Over 75)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051602711	334970	415373	-2.983498	53.630605	5  (Merseyside)	2	2	1	21/08/2016	1	18:27	93	E08000014  (Sefton)	6	0	6	30	1
2016051602712	1	1	1	1  (Male)	09  (56 - 65)	2  (Serious)	0	0	0	0	0	5  ('Motorcyclist')	3	2016051602712	334044	390547	-2.992272	53.407352	5  (Merseyside)	2	2	1	21/08/2016	1	18:20	91	E08000012  (Liverpool)	3	5046	6	30	3
2016051602718	1	1	1	1  (Male)	05  (21 - 25)	2  (Serious)	0	0	0	0	0	5  ('Motorcyclist')	1	2016051602718	335011	396239	-2.978901	53.458633	5  (Merseyside)	2	1	1	21/08/2016	1	13:15	93	E08000014  (Sefton)	6	0	6	20	9
2016051602732	1	1	3	2  (Female)	03  (11 - 15)	2  (Serious)	5	3	0	0	0	0  (Pedestrian)	1	2016051602732	332787	417594	-3.016987	53.650292	5  (Merseyside)	2	1	1	23/08/2016	3	16:30	93	E08000014  (Sefton)	6	0	6	30	0
2016051602733	2	1	1	2  (Female)	07  (36 - 45)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051602733	344887	383234	-2.82789	53.342861	5  (Merseyside)	2	2	1	23/08/2016	3	18:45	91	E08000012  (Liverpool)	6	0	6	30	7
2016051602746	1	1	3	1  (Male)	11  (Over 75)	2  (Serious)	5	1	0	0	0	0  (Pedestrian)	1	2016051602746	335154	390621	-2.975591	53.408154	5  (Merseyside)	2	1	1	23/08/2016	3	16:45	91	E08000012  (Liverpool)	6	0	6	30	0
2016051602747	1	1	1	1  (Male)	05  (21 - 25)	2  (Serious)	0	0	0	0	0	2  ('Motorcyclist')	1	2016051602747	327799	387693	-3.085554	53.380882	5  (Merseyside)	2	2	1	01/08/2016	2	22:18	95	E08000015  (Wirral)	6	0	6	30	0
2016051602762	2	1	2	2  (Female)	05  (21 - 25)	2  (Serious)	0	0	1	0	0	9  ('Car occupant')	1	2016051602762	336728	396924	-2.953181	53.464999	5  (Merseyside)	2	2	1	24/08/2016	4	19:45	91	E08000012  (Liverpool)	3	506	6	30	6
2016051602789	1	1	3	1  (Male)	06  (26 - 35)	2  (Serious)	6	9	0	0	0	0  (Pedestrian)	1	2016051602789	335942	389102	-2.963429	53.394597	5  (Merseyside)	2	1	1	20/08/2016	7	13:49	91	E08000012  (Liverpool)	4	5175	3	30	3
2016051602790	1	1	1	1  (Male)	07  (36 - 45)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051602790	339246	392620	-2.914422	53.426609	5  (Merseyside)	2	3	2	28/08/2016	1	18:00	91	E08000012  (Liverpool)	3	5058	3	30	3
2016051602793	1	1	1	1  (Male)	02  (6 - 10)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051602793	354172	394357	-2.690041	53.443731	5  (Merseyside)	2	2	1	28/08/2016	1	16:45	92	E08000013  (St. Helens)	6	0	6	30	0
2016051602794	1	1	1	1  (Male)	05  (21 - 25)	2  (Serious)	0	0	0	0	0	3  ('Motorcyclist')	1	2016051602794	332234	398119	-3.021129	53.47518	5  (Merseyside)	2	2	3	28/08/2016	1	23:19	93	E08000014  (Sefton)	3	565	6	30	0
2016051602796	1	1	1	1  (Male)	03  (11 - 15)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051602796	336260	389500	-2.958727	53.398213	5  (Merseyside)	2	2	1	29/08/2016	2	13:13	91	E08000012  (Liverpool)	6	0	6	20	0
2016051602797	1	1	3	1  (Male)	11  (Over 75)	2  (Serious)	5	3	0	0	0	0  (Pedestrian)	1	2016051602797	321306	386670	-3.182901	53.37076	5  (Merseyside)	2	1	1	29/08/2016	2	15:15	95	E08000015  (Wirral)	4	5141	6	30	3
2016051602805	1	1	1	1  (Male)	11  (Over 75)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051602805	349156	397263	-2.766031	53.469393	5  (Merseyside)	2	3	2	29/08/2016	2	15:30	92	E08000013  (St. Helens)	3	580	3	60	6
2016051602820	2	1	1	1  (Male)	08  (46 - 55)	2  (Serious)	0	0	0	0	0	3  ('Motorcyclist')	1	2016051602820	347679	392112	-2.787425	53.422947	5  (Merseyside)	2	2	1	31/08/2016	4	06:45	90	E08000011  (Knowsley)	3	57	6	30	0
2016051602824	1	1	1	1  (Male)	05  (21 - 25)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051602824	340345	383927	-2.89624	53.348597	5  (Merseyside)	2	2	1	31/08/2016	4	13:30	91	E08000012  (Liverpool)	6	0	6	20	0
2016051602825	2	1	3	2  (Female)	03  (11 - 15)	2  (Serious)	1	1	0	0	0	0  (Pedestrian)	-1	2016051602825	338045	389815	-2.931945	53.401257	5  (Merseyside)	2	2	1	24/08/2016	4	18:40	91	E08000012  (Liverpool)	6	0	6	30	9
2016051602833	3	2	2	2  (Female)	07  (36 - 45)	2  (Serious)	0	0	0	0	0	5  ('Motorcyclist')	1	2016051602833	329157	390084	-3.065677	53.402557	5  (Merseyside)	2	3	2	31/08/2016	4	13:00	95	E08000015  (Wirral)	3	553	6	30	3
2016051602836	1	1	3	2  (Female)	11  (Over 75)	2  (Serious)	4	3	0	0	0	0  (Pedestrian)	1	2016051602836	329362	406866	-3.066369	53.55342	5  (Merseyside)	2	1	1	01/09/2016	5	13:45	93	E08000014  (Sefton)	6	0	6	30	1
2016051602839	1	1	3	2  (Female)	11  (Over 75)	2  (Serious)	8	1	0	0	0	0  (Pedestrian)	1	2016051602839	342466	387311	-2.864995	53.37925	5  (Merseyside)	2	1	1	02/09/2016	6	14:37	91	E08000012  (Liverpool)	4	5171	6	30	3
2016051602851	2	1	1	1  (Male)	05  (21 - 25)	2  (Serious)	0	0	0	0	0	3  ('Motorcyclist')	1	2016051602851	328952	389832	-3.068703	53.400264	5  (Merseyside)	2	2	1	02/09/2016	6	19:30	95	E08000015  (Wirral)	4	5151	6	30	3
2016051602857	1	1	1	1  (Male)	06  (26 - 35)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051602857	338714	391325	-2.922176	53.414908	5  (Merseyside)	2	2	1	02/09/2016	6	16:10	91	E08000012  (Liverpool)	3	57	6	30	3
2016051602861	3	3	1	1  (Male)	06  (26 - 35)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051602861	338989	385656	-2.916943	53.363984	5  (Merseyside)	2	4	4	03/09/2016	7	16:58	91	E08000012  (Liverpool)	3	561	3	30	6
2016051602861	4	1	2	2  (Female)	03  (11 - 15)	2  (Serious)	0	0	1	0	0	9  ('Car occupant')	1	2016051602861	338989	385656	-2.916943	53.363984	5  (Merseyside)	2	4	4	03/09/2016	7	16:58	91	E08000012  (Liverpool)	3	561	3	30	6
2016051602861	4	2	1	1  (Male)	08  (46 - 55)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051602861	338989	385656	-2.916943	53.363984	5  (Merseyside)	2	4	4	03/09/2016	7	16:58	91	E08000012  (Liverpool)	3	561	3	30	6
2016051602862	1	1	1	1  (Male)	03  (11 - 15)	2  (Serious)	0	0	0	0	0	3  ('Motorcyclist')	1	2016051602862	335650	392320	-2.968477	53.423486	5  (Merseyside)	2	1	1	03/09/2016	7	23:11	91	E08000012  (Liverpool)	3	5050	6	30	0
2016051602874	1	1	3	1  (Male)	03  (11 - 15)	2  (Serious)	5	4	0	0	0	0  (Pedestrian)	1	2016051602874	329791	388233	-3.05573	53.386004	5  (Merseyside)	2	1	1	05/09/2016	2	16:11	95	E08000015  (Wirral)	6	0	6	30	0
2016051602875	1	1	1	1  (Male)	11  (Over 75)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051602875	333103	384325	-3.005109	53.351308	5  (Merseyside)	2	2	2	02/09/2016	6	13:30	95	E08000015  (Wirral)	6	0	6	30	0
2016051602879	2	1	1	1  (Male)	10  (66 - 75)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051602879	341265	385479	-2.882708	53.362651	5  (Merseyside)	2	2	2	05/09/2016	2	14:05	91	E08000012  (Liverpool)	6	0	6	30	6
